GEOID,checkpoint_year,poverty,income,child_population,income_definition
5515360,2012,18.6,62620.0,2143.0,"median family income, families with own children under 18 (B19125_002E)"
5515390,2012,21.2,47344.0,643.0,"median family income, families with own children under 18 (B19125_002E)"
5515540,2012,13.9,65208.0,756.0,"median family income, families with own children under 18 (B19125_002E)"
5515570,2012,32.9,31944.0,73.0,"median family income, families with own children under 18 (B19125_002E)"
5515720,2012,4.8,65365.0,1492.0,"median family income, families with own children under 18 (B19125_002E)"
5515750,2012,14.7,61344.0,7627.0,"median family income, families with own children under 18 (B19125_002E)"
5515780,2012,13.1,77161.0,21400.0,"median family income, families with own children under 18 (B19125_002E)"
5515810,2012,4.0,115101.0,5165.0,"median family income, families with own children under 18 (B19125_002E)"
5515840,2012,18.1,57756.0,3196.0,"median family income, families with own children under 18 (B19125_002E)"
5515870,2012,9.6,68642.0,3299.0,"median family income, families with own children under 18 (B19125_002E)"
5515900,2012,19.8,58550.0,12526.0,"median family income, families with own children under 18 (B19125_002E)"
5515930,2012,15.8,48516.0,755.0,"median family income, families with own children under 18 (B19125_002E)"
5515960,2012,15.3,47784.0,2170.0,"median family income, families with own children under 18 (B19125_002E)"
5515990,2012,2.7,88735.0,10187.0,"median family income, families with own children under 18 (B19125_002E)"
5516020,2012,16.1,48750.0,477.0,"median family income, families with own children under 18 (B19125_002E)"
5516230,2012,15.8,52337.0,852.0,"median family income, families with own children under 18 (B19125_002E)"
5516260,2012,19.4,54015.0,14478.0,"median family income, families with own children under 18 (B19125_002E)"
5516290,2012,10.9,71513.0,12225.0,"median family income, families with own children under 18 (B19125_002E)"
5516320,2012,6.8,78525.0,4353.0,"median family income, families with own children under 18 (B19125_002E)"
5516350,2012,4.4,82778.0,2746.0,"median family income, families with own children under 18 (B19125_002E)"
5516410,2012,16.5,65600.0,2081.0,"median family income, families with own children under 18 (B19125_002E)"
5516440,2012,22.4,51159.0,1862.0,"median family income, families with own children under 18 (B19125_002E)"
5516470,2012,13.3,55313.0,519.0,"median family income, families with own children under 18 (B19125_002E)"
5516500,2012,17.3,63942.0,1530.0,"median family income, families with own children under 18 (B19125_002E)"
5516590,2012,17.8,39625.0,244.0,"median family income, families with own children under 18 (B19125_002E)"
5516620,2012,3.9,134007.0,4152.0,"median family income, families with own children under 18 (B19125_002E)"
5516650,2012,40.8,48295.0,1462.0,"median family income, families with own children under 18 (B19125_002E)"
5516680,2012,14.4,58580.0,3070.0,"median family income, families with own children under 18 (B19125_002E)"
5516710,2012,26.6,44375.0,880.0,"median family income, families with own children under 18 (B19125_002E)"
5516740,2012,17.2,81417.0,733.0,"median family income, families with own children under 18 (B19125_002E)"
5516830,2012,3.4,86313.0,1794.0,"median family income, families with own children under 18 (B19125_002E)"
5516860,2012,35.8,44688.0,436.0,"median family income, families with own children under 18 (B19125_002E)"
5517040,2012,13.6,61818.0,2273.0,"median family income, families with own children under 18 (B19125_002E)"
5517070,2012,15.6,53412.0,7630.0,"median family income, families with own children under 18 (B19125_002E)"
5517100,2012,20.1,56094.0,1871.0,"median family income, families with own children under 18 (B19125_002E)"
5517130,2012,21.8,57500.0,741.0,"median family income, families with own children under 18 (B19125_002E)"
5517190,2012,9.1,80104.0,1919.0,"median family income, families with own children under 18 (B19125_002E)"
5600730,2012,23.1,62731.0,5969.0,"median family income, families with own children under 18 (B19125_002E)"
5600960,2012,36.7,50104.0,559.0,"median family income, families with own children under 18 (B19125_002E)"
5601030,2012,18.1,68017.0,2774.0,"median family income, families with own children under 18 (B19125_002E)"
5601090,2012,0.9,59191.0,467.0,"median family income, families with own children under 18 (B19125_002E)"
5601260,2012,10.8,103750.0,956.0,"median family income, families with own children under 18 (B19125_002E)"
5601420,2012,20.6,50481.0,816.0,"median family income, families with own children under 18 (B19125_002E)"
5601460,2012,6.5,75452.0,1054.0,"median family income, families with own children under 18 (B19125_002E)"
5601470,2012,8.1,76600.0,12866.0,"median family income, families with own children under 18 (B19125_002E)"
5601700,2012,17.8,62222.0,903.0,"median family income, families with own children under 18 (B19125_002E)"
5601980,2012,15.5,61023.0,20955.0,"median family income, families with own children under 18 (B19125_002E)"
5602070,2012,11.8,53613.0,2923.0,"median family income, families with own children under 18 (B19125_002E)"
5602140,2012,12.9,65391.0,2338.0,"median family income, families with own children under 18 (B19125_002E)"
5602150,2012,7.8,69321.0,1123.0,"median family income, families with own children under 18 (B19125_002E)"
5602370,2012,13.0,51480.0,1633.0,"median family income, families with own children under 18 (B19125_002E)"
5602670,2012,4.0,73250.0,274.0,"median family income, families with own children under 18 (B19125_002E)"
5602760,2012,15.9,63434.0,4404.0,"median family income, families with own children under 18 (B19125_002E)"
5602820,2012,27.2,41944.0,678.0,"median family income, families with own children under 18 (B19125_002E)"
5602830,2012,8.8,59420.0,487.0,"median family income, families with own children under 18 (B19125_002E)"
5602870,2012,11.2,64219.0,2575.0,"median family income, families with own children under 18 (B19125_002E)"
5602990,2012,37.9,42463.0,2660.0,"median family income, families with own children under 18 (B19125_002E)"
5603170,2012,26.4,57875.0,674.0,"median family income, families with own children under 18 (B19125_002E)"
5603180,2012,27.0,42361.0,252.0,"median family income, families with own children under 18 (B19125_002E)"
5603310,2012,15.2,60800.0,984.0,"median family income, families with own children under 18 (B19125_002E)"
5603770,2012,2.3,62712.0,1866.0,"median family income, families with own children under 18 (B19125_002E)"
5604030,2012,0.8,66719.0,772.0,"median family income, families with own children under 18 (B19125_002E)"
5604060,2012,10.2,65625.0,4192.0,"median family income, families with own children under 18 (B19125_002E)"
5604120,2012,11.0,90792.0,1229.0,"median family income, families with own children under 18 (B19125_002E)"
5604230,2012,22.2,49286.0,481.0,"median family income, families with own children under 18 (B19125_002E)"
5604260,2012,14.3,75417.0,857.0,"median family income, families with own children under 18 (B19125_002E)"
5604380,2012,16.0,58571.0,194.0,"median family income, families with own children under 18 (B19125_002E)"
5604450,2012,12.9,41875.0,920.0,"median family income, families with own children under 18 (B19125_002E)"
5604500,2012,7.0,78987.0,988.0,"median family income, families with own children under 18 (B19125_002E)"
5604510,2012,11.8,66315.0,18162.0,"median family income, families with own children under 18 (B19125_002E)"
5604830,2012,29.1,47083.0,1229.0,"median family income, families with own children under 18 (B19125_002E)"
5604860,2012,2.4,102188.0,1603.0,"median family income, families with own children under 18 (B19125_002E)"
5605090,2012,27.9,77522.0,1555.0,"median family income, families with own children under 18 (B19125_002E)"
5605160,2012,12.9,66538.0,2729.0,"median family income, families with own children under 18 (B19125_002E)"
5605220,2012,34.8,39688.0,4313.0,"median family income, families with own children under 18 (B19125_002E)"
5605302,2012,17.5,70975.0,7993.0,"median family income, families with own children under 18 (B19125_002E)"
5605680,2012,0.0,61875.0,73.0,"median family income, families with own children under 18 (B19125_002E)"
5605690,2012,1.5,95962.0,1166.0,"median family income, families with own children under 18 (B19125_002E)"
5605695,2012,13.7,66719.0,5177.0,"median family income, families with own children under 18 (B19125_002E)"
5605700,2012,19.0,59375.0,274.0,"median family income, families with own children under 18 (B19125_002E)"
5605762,2012,12.5,83375.0,3855.0,"median family income, families with own children under 18 (B19125_002E)"
5605820,2012,20.2,52656.0,104.0,"median family income, families with own children under 18 (B19125_002E)"
5605830,2012,14.8,65733.0,4289.0,"median family income, families with own children under 18 (B19125_002E)"
5606090,2012,16.5,74583.0,363.0,"median family income, families with own children under 18 (B19125_002E)"
5606240,2012,9.2,59135.0,2068.0,"median family income, families with own children under 18 (B19125_002E)"
5699997,2012,0.0,,33.0,"median family income, families with own children under 18 (B19125_002E)"
7200030,2012,56.7,20459.0,897152.0,"median family income, families with own children under 18 (B19125_002E)"
0100001,2013,5.9,54189.0,1874.0,"median family income, families with own children under 18 (B19125_002E)"
0100003,2013,4.3,74500.0,415.0,"median family income, families with own children under 18 (B19125_002E)"
0100005,2013,42.5,36611.0,6164.0,"median family income, families with own children under 18 (B19125_002E)"
0100006,2013,25.8,48439.0,10968.0,"median family income, families with own children under 18 (B19125_002E)"
0100007,2013,9.2,98600.0,21275.0,"median family income, families with own children under 18 (B19125_002E)"
0100008,2013,7.6,110297.0,11830.0,"median family income, families with own children under 18 (B19125_002E)"
0100011,2013,27.8,52167.0,2988.0,"median family income, families with own children under 18 (B19125_002E)"
0100012,2013,21.5,35405.0,2670.0,"median family income, families with own children under 18 (B19125_002E)"
0100013,2013,4.1,93594.0,5329.0,"median family income, families with own children under 18 (B19125_002E)"
0100030,2013,43.5,28359.0,4375.0,"median family income, families with own children under 18 (B19125_002E)"
0100060,2013,36.8,31477.0,1964.0,"median family income, families with own children under 18 (B19125_002E)"
0100090,2013,45.0,29056.0,4627.0,"median family income, families with own children under 18 (B19125_002E)"
0100100,2013,17.1,52976.0,2006.0,"median family income, families with own children under 18 (B19125_002E)"
0100120,2013,20.3,54163.0,5744.0,"median family income, families with own children under 18 (B19125_002E)"
0100180,2013,22.0,41439.0,1119.0,"median family income, families with own children under 18 (B19125_002E)"
0100185,2013,23.5,57518.0,2999.0,"median family income, families with own children under 18 (B19125_002E)"
0100210,2013,15.4,78598.0,9803.0,"median family income, families with own children under 18 (B19125_002E)"
