GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
3002550,2013,51667.0,44.1,"median family income, families with own children under 18 (B19125_002E)"
3002570,2013,,0.0,"median family income, families with own children under 18 (B19125_002E)"
3002820,2013,15625.0,80.9,"median family income, families with own children under 18 (B19125_002E)"
3002850,2013,50192.0,27.9,"median family income, families with own children under 18 (B19125_002E)"
3003000,2013,,0.0,"median family income, families with own children under 18 (B19125_002E)"
3003290,2013,59558.0,16.0,"median family income, families with own children under 18 (B19125_002E)"
3003420,2013,72143.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
3003480,2013,71250.0,13.3,"median family income, families with own children under 18 (B19125_002E)"
3003600,2013,86750.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3003660,2013,55625.0,3.3,"median family income, families with own children under 18 (B19125_002E)"
3003760,2013,50000.0,28.9,"median family income, families with own children under 18 (B19125_002E)"
3003800,2013,56528.0,28.1,"median family income, families with own children under 18 (B19125_002E)"
3003820,2013,59000.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
3003870,2013,56292.0,19.1,"median family income, families with own children under 18 (B19125_002E)"
3003990,2013,66250.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3004050,2013,29167.0,59.6,"median family income, families with own children under 18 (B19125_002E)"
3004200,2013,51875.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3004230,2013,121500.0,1.3,"median family income, families with own children under 18 (B19125_002E)"
3004260,2013,57000.0,19.9,"median family income, families with own children under 18 (B19125_002E)"
3004380,2013,46833.0,22.7,"median family income, families with own children under 18 (B19125_002E)"
3004440,2013,25000.0,62.9,"median family income, families with own children under 18 (B19125_002E)"
3004560,2013,72109.0,11.4,"median family income, families with own children under 18 (B19125_002E)"
3004890,2013,45536.0,29.1,"median family income, families with own children under 18 (B19125_002E)"
3005010,2013,29583.0,47.9,"median family income, families with own children under 18 (B19125_002E)"
3005130,2013,86667.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3005140,2013,28621.0,55.5,"median family income, families with own children under 18 (B19125_002E)"
3005280,2013,40018.0,25.4,"median family income, families with own children under 18 (B19125_002E)"
3005330,2013,32000.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
3005460,2013,70000.0,21.2,"median family income, families with own children under 18 (B19125_002E)"
3005550,2013,73750.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3005760,2013,68125.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3005850,2013,61875.0,13.1,"median family income, families with own children under 18 (B19125_002E)"
3005880,2013,59286.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
3005990,2013,41328.0,29.3,"median family income, families with own children under 18 (B19125_002E)"
3006030,2013,46250.0,17.3,"median family income, families with own children under 18 (B19125_002E)"
3006112,2013,31875.0,31.6,"median family income, families with own children under 18 (B19125_002E)"
3006260,2013,59167.0,27.3,"median family income, families with own children under 18 (B19125_002E)"
3006320,2013,54444.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
3006790,2013,58125.0,10.5,"median family income, families with own children under 18 (B19125_002E)"
3006840,2013,87750.0,2.6,"median family income, families with own children under 18 (B19125_002E)"
3006870,2013,73929.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
3007030,2013,60625.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3007050,2013,70427.0,11.4,"median family income, families with own children under 18 (B19125_002E)"
3007110,2013,59444.0,24.3,"median family income, families with own children under 18 (B19125_002E)"
3007190,2013,73021.0,11.0,"median family income, families with own children under 18 (B19125_002E)"
3007330,2013,49342.0,9.2,"median family income, families with own children under 18 (B19125_002E)"
3007350,2013,,,"median family income, families with own children under 18 (B19125_002E)"
3007500,2013,68750.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3007710,2013,75625.0,19.9,"median family income, families with own children under 18 (B19125_002E)"
3007830,2013,74688.0,6.6,"median family income, families with own children under 18 (B19125_002E)"
3007950,2013,47917.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3007980,2013,75515.0,5.9,"median family income, families with own children under 18 (B19125_002E)"
3008010,2013,37500.0,70.0,"median family income, families with own children under 18 (B19125_002E)"
3008040,2013,44063.0,39.1,"median family income, families with own children under 18 (B19125_002E)"
3008310,2013,91875.0,50.0,"median family income, families with own children under 18 (B19125_002E)"
3008400,2013,57500.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
3008470,2013,59167.0,21.4,"median family income, families with own children under 18 (B19125_002E)"
3008640,2013,96250.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3008670,2013,39000.0,24.8,"median family income, families with own children under 18 (B19125_002E)"
3008700,2013,57031.0,2.1,"median family income, families with own children under 18 (B19125_002E)"
3008730,2013,,0.0,"median family income, families with own children under 18 (B19125_002E)"
3008860,2013,43125.0,10.5,"median family income, families with own children under 18 (B19125_002E)"
3008880,2013,71250.0,25.3,"median family income, families with own children under 18 (B19125_002E)"
3008910,2013,62150.0,12.2,"median family income, families with own children under 18 (B19125_002E)"
3009000,2013,50833.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
3009030,2013,21167.0,59.7,"median family income, families with own children under 18 (B19125_002E)"
3009180,2013,43750.0,40.4,"median family income, families with own children under 18 (B19125_002E)"
3009330,2013,51750.0,40.7,"median family income, families with own children under 18 (B19125_002E)"
3009510,2013,79375.0,2.8,"median family income, families with own children under 18 (B19125_002E)"
3009560,2013,67475.0,4.2,"median family income, families with own children under 18 (B19125_002E)"
3009670,2013,70227.0,19.3,"median family income, families with own children under 18 (B19125_002E)"
3009720,2013,78542.0,11.0,"median family income, families with own children under 18 (B19125_002E)"
3009780,2013,80000.0,15.3,"median family income, families with own children under 18 (B19125_002E)"
3009840,2013,63750.0,5.9,"median family income, families with own children under 18 (B19125_002E)"
3010080,2013,44097.0,14.3,"median family income, families with own children under 18 (B19125_002E)"
3010140,2013,57500.0,19.1,"median family income, families with own children under 18 (B19125_002E)"
3010210,2013,60313.0,41.0,"median family income, families with own children under 18 (B19125_002E)"
3010230,2013,54779.0,10.2,"median family income, families with own children under 18 (B19125_002E)"
3010800,2013,78125.0,38.2,"median family income, families with own children under 18 (B19125_002E)"
3010820,2013,26875.0,36.4,"median family income, families with own children under 18 (B19125_002E)"
3010920,2013,45505.0,24.4,"median family income, families with own children under 18 (B19125_002E)"
3010950,2013,60250.0,13.9,"median family income, families with own children under 18 (B19125_002E)"
3011160,2013,61667.0,12.9,"median family income, families with own children under 18 (B19125_002E)"
3011240,2013,48897.0,11.9,"median family income, families with own children under 18 (B19125_002E)"
3011340,2013,22422.0,46.2,"median family income, families with own children under 18 (B19125_002E)"
3011420,2013,26250.0,45.6,"median family income, families with own children under 18 (B19125_002E)"
3011550,2013,125000.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3011670,2013,69063.0,22.0,"median family income, families with own children under 18 (B19125_002E)"
3011730,2013,42250.0,48.9,"median family income, families with own children under 18 (B19125_002E)"
3011790,2013,62813.0,8.7,"median family income, families with own children under 18 (B19125_002E)"
3011820,2013,62692.0,17.0,"median family income, families with own children under 18 (B19125_002E)"
3011910,2013,,0.0,"median family income, families with own children under 18 (B19125_002E)"
3011990,2013,56458.0,5.3,"median family income, families with own children under 18 (B19125_002E)"
3012060,2013,70833.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
